url,name,sku,color,description,details,images1,images2,images3,images4,images5,category0,category1,image-flag
https://ppeci.com/index.php/products/detail/mac-serial-cable2,Mac Serial Cable,S-25MD8-10-MH,,"Mini DIN 8 Pin Apple Connections
 Regular wiring for printing application; Straight Through Wiring, Wired Pin to Pin for switch box application
 Molded, shielded, 26 AWG Conductors","Mac to Hayes and Compatible Modem Cable, 10 ft.",http://ppeci.com/images/uploads/products/S-25MD8-XX.jpg,,,,,Mac Serial Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-25MD8-XX.jpg', '']"
https://ppeci.com/index.php/products/detail/mac-serial-cable3,Mac Serial Cable,S-25MD8-10,,"Mini DIN 8 Pin Apple Connections
 Regular wiring for printing application; Straight Through Wiring, Wired Pin to Pin for switch box application
 Molded, shielded, 26 AWG Conductors","DB25 Male to Mini DIN 8 Pin Male, 10 ft",http://ppeci.com/images/uploads/products/S-25MD8-XX.jpg,,,,,Mac Serial Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-25MD8-XX.jpg', '']"
https://ppeci.com/index.php/products/detail/mac-din-cable,Mac DIN Cable,S-8MDM-10ST,,"Molded, Shielded, 26 AWG","8 Pin Mini DIN Male to Male, Straight Through. 10 ft.",http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg,,,,,Mac DIN Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg', '']"
https://ppeci.com/index.php/products/detail/mac-din-cable1,Mac DIN Cable,S-8MDM-06ST,,"Molded, Shielded, 26 AWG","8 Pin Mini DIN Male to Male, Straight Through. 6 ft.",http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg,,,,,Mac DIN Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg', '']"
https://ppeci.com/index.php/products/detail/mac-din-cable2,Mac DIN Cable,S-8MDM-03ST,,"Molded, Shielded, 26 AWG","8 Pin Mini DIN Male to Male, Straight Through. 3 ft.",http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg,,,,,Mac DIN Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg', '']"
https://ppeci.com/index.php/products/detail/mac-din-cable3,Mac DIN Cable,S-8MDM-25,,"Molded, Shielded, 26 AWG","8 Pin Mini DIN Male to Male Cable, Mirror Image Pinout, 25 ft.",http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg,,,,,Mac DIN Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg', '']"
https://ppeci.com/index.php/products/detail/mac-din-cable4,Mac DIN Cable,S-8MDM-10,,"Molded, Shielded, 26 AWG","8 Pin Mini DIN Male to Male Cable, Mirror Image Pinout, 10 ft.",http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg,,,,,Mac DIN Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg', '']"
https://ppeci.com/index.php/products/detail/mac-din-cable5,Mac DIN Cable,S-8MDM-06,,"Molded, Shielded, 26 AWG","8 Pin Mini DIN Male to Male Cable, Mirror Image Pinout, 6 ft.",http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg,,,,,Mac DIN Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-8MDM-XX.jpg', '']"
https://ppeci.com/index.php/products/detail/mac-din-cable6,Mac DIN Cable,S-4MDM/F-10,,"Molded, Shielded, 26 AWG","4 Pin Mini DIN Male to Female Extension Cable, 10 ft.",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Mac DIN Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/mac-din-cable7,Mac DIN Cable,S-4MDM/F-06,,"Molded, Shielded, 26 AWG","4 Pin Mini DIN Male to Female Extension Cable, 6 ft.",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Mac DIN Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/mac-din-cable8,Mac DIN Cable,S-4MDM-10,,"Molded, Shielded, 26 AWG","4 Pin Mini DIN Male to Male Cable, 10 ft.",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Mac DIN Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/mac-din-cable9,Mac DIN Cable,S-3MDM/F-10,,"Molded, Shielded, 26 AWG","3 Pin Mini DIN Male to Female Extension Cable, 10 ft.",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Mac DIN Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/at-keyboard-extension-cable,AT Keyboard Extension Cable,S-5DMM-25G,,"DIN 5 Pin or Mini DIN 6 Pin
 AT, PS2 Type Keyboard of Mouse Extension Cable
 MIDI Cable
 Molded Shielded, 26 AWG Conductors Wired Straight Through","Male to Male, Non Coil MIDI Cable, Gray, 25 ft.",http://ppeci.com/images/uploads/products/S-5DMM-xxG.jpg,,,,,Keyboard & Mouse Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-5DMM-xxG.jpg', '']"
https://ppeci.com/index.php/products/detail/at-keyboard-extension-cable1,AT Keyboard Extension Cable,S-5DMM-10G,,"DIN 5 Pin or Mini DIN 6 Pin
 AT, PS2 Type Keyboard of Mouse Extension Cable
 MIDI Cable
 Molded Shielded, 26 AWG Conductors Wired Straight Through","Male to Male, Non Coil MIDI Cable, Gray, 10 ft.",http://ppeci.com/images/uploads/products/S-5DMM-xxG.jpg,,,,,Keyboard & Mouse Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-5DMM-xxG.jpg', '']"
https://ppeci.com/index.php/products/detail/at-keyboard-extension-cable2,AT Keyboard Extension Cable,S-5DMM-06G,,"DIN 5 Pin or Mini DIN 6 Pin
 AT, PS2 Type Keyboard of Mouse Extension Cable
 MIDI Cable
 Molded Shielded, 26 AWG Conductors Wired Straight Through","Male to Male, Non Coil MIDI Cable, Gray, 6 ft.",http://ppeci.com/images/uploads/products/S-5DMM-xxG.jpg,,,,,Keyboard & Mouse Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-5DMM-xxG.jpg', '']"
https://ppeci.com/index.php/products/detail/at-keyboard-extension-cable3,AT Keyboard Extension Cable,S-5DMF-10G,,"DIN 5 Pin or Mini DIN 6 Pin
 AT, PS2 Type Keyboard of Mouse Extension Cable
 MIDI Cable
 Molded Shielded, 26 AWG Conductors Wired Straight Through","Male-to-Female, Non Coil, Gray, 10 ft.",http://ppeci.com/images/uploads/products/S-5DMF-xxG.jpg,,,,,Keyboard & Mouse Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-5DMF-xxG.jpg', '']"
https://ppeci.com/index.php/products/detail/at-keyboard-extension-cable4,AT Keyboard Extension Cable,S-5DMF-06G,,"DIN 5 Pin or Mini DIN 6 Pin
  AT, PS2 Type Keyboard of Mouse Extension Cable
  MIDI Cable
  Molded Shielded, 26 AWG Conductors Wired Straight Through","Male-to-Female, Non Coil, Gray, 6 ft.",http://ppeci.com/images/uploads/products/S-5DMF-xxG.jpg,,,,,Keyboard & Mouse Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-5DMF-xxG.jpg', '']"
https://ppeci.com/index.php/products/detail/ps2-extension-cable,PS2 Extension Cable,S-9M/MD6M-6,,"DIN 5 Pin or Mini DIN 6 Pin
AT, PS2 Type Keyboard of Mouse Extension Cable
MIDI Cable
Molded Shielded, 26 AWG Conductors Wired Straight Through","Mouse Port Adaptor Cable, 6 in.",http://ppeci.com/images/uploads/products/S-9M-MD6M-6.jpg,,,,,Keyboard & Mouse Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-9M-MD6M-6.jpg', '']"
https://ppeci.com/index.php/products/detail/ps2-extension-cable1,PS2 Extension Cable,S-6MDM/F-10M,,"DIN 5 Pin or Mini DIN 6 Pin
 AT, PS2 Type Keyboard of Mouse Extension Cable
 MIDI Cable
 Molded Shielded, 26 AWG Conductors Wired Straight Through","28 AWG, 10 ft.",http://ppeci.com/images/uploads/products/S-6MDM-F-xx.jpg,,,,,Keyboard & Mouse Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-6MDM-F-xx.jpg', '']"
https://ppeci.com/index.php/products/detail/ps2-extension-cable2,PS2 Extension Cable,S-6MDM/F-06M,,"DIN 5 Pin or Mini DIN 6 Pin
 AT, PS2 Type Keyboard of Mouse Extension Cable
 MIDI Cable
 Molded Shielded, 26 AWG Conductors Wired Straight Through","28 AWG, 6 ft.",http://ppeci.com/images/uploads/products/S-6MDM-F-xx.jpg,,,,,Keyboard & Mouse Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-6MDM-F-xx.jpg', '']"
https://ppeci.com/index.php/products/detail/ps2-extension-cable3,PS2 Extension Cable,S-6MDM/F-(LL),,"DIN 5 Pin or Mini DIN 6 Pin
 AT, PS2 Type Keyboard of Mouse Extension Cable
 MIDI Cable
 Molded Shielded, 26 AWG Conductors Wired Straight Through
Available in Lengths (LL): 8,” 3, 6, 10, 15, 25 ft.",6 Pin Mini DIN Male-to-Female ExtensionVarious Lengths,http://ppeci.com/images/uploads/products/S-6MDM-F8%28Ends%29.jpg,,,,,Keyboard & Mouse Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-6MDM-F8%28Ends%29.jpg', '']"
https://ppeci.com/index.php/products/detail/ps2-extension-cable4,PS2 Extension Cable,S-6MDM/5DM-10,,"DIN 5 Pin or Mini DIN 6 Pin
 AT, PS2 Type Keyboard of Mouse Extension Cable
 MIDI Cable
 Molded Shielded, 26 AWG Conductors Wired Straight Through",6 Pin Mini DIN to 5 Pin DIN Cable10 ft.,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Keyboard & Mouse Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/ac-power-cord,AC Power Cord,S-PWR-MFX2-12,,"DC Adaptor extension from Outlet
 Fits on Power Strip
 Duplicate Power Port
 UL Rated",,http://ppeci.com/images/uploads/products/S-PWR-MFX2-12IN.jpg,,,,,Power Cords,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-PWR-MFX2-12IN.jpg', '']"
https://ppeci.com/index.php/products/detail/ac-power-cord1,AC Power Cord,S-PWR-MF-12,,"DC Adaptor extension from Outlet
 Fits on Power Strip
 Duplicate Power Port
 UL Rated",,http://ppeci.com/images/uploads/products/S-PWR-MF-12.jpg,http://ppeci.com/images/uploads/products/S-PWR-MF-12%282%29.jpg,,,,Power Cords,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-PWR-MF-12.jpg', 'http://ppeci.com/images/uploads/products/S-PWR-MF-12%282%29.jpg', '']"
https://ppeci.com/index.php/products/detail/pc-power-cord,PC Power Cord,S-PWR/F-6',,"All UL, CSA Listed 60C 18/3 AWG Conductors Choice of Gray (G) or Black (BK)",Monitor to Computer,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Power Cords,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/pc-power-cord1,PC Power Cord,S-PWR/F-3',,"All UL, CSA Listed
 60C 18/3 AWG Conductors
 Choice of Gray (G) or Black (BK)",Monitor to Computer,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Power Cords,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/pc-power-cord2,PC Power Cord,S-PWR/F-18,,"All UL, CSA Listed
 60C 18/3 AWG Conductors
 Choice of Gray (G) or Black (BK)",Monitor to Computer,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Power Cords,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/pc-power-cord3,PC Power Cord,S-PWR-(LL)G,Gray,"All UL, CSA Listed
 60C 18/3 AWG Conductors
 Choice of Gray (G) or Black (BK)
Length (LL): 6, 12 ft.","Power to Computer, Gray",http://ppeci.com/images/uploads/products/S-PWR-12G.jpg,,,,,Power Cords,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-PWR-12G.jpg', '']"
https://ppeci.com/index.php/products/detail/pc-power-cord4,PC Power Cord,S-PWR-(LL)BK,Black,"All UL, CSA Listed
 60C 18/3 AWG Conductors
 Choice of Gray (G) or Black (BK)
 Length (LL): 6, 12 ft.","Power to Computer, Black",http://ppeci.com/images/uploads/products/S-PWR-12BK.jpg,,,,,Power Cords,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-PWR-12BK.jpg', '']"
https://ppeci.com/index.php/products/detail/pc-power-cord5,PC Power Cord,S-PSC-(LL)G,Gray,"All UL, CSA Listed
  60C 18/3 AWG Conductors
  Choice of Gray (G) or Black (BK)
  Length (LL): 6, 12 ft.","Power Cable with Stripped End, Gray",http://ppeci.com/images/uploads/products/S-PSC-12G.jpg,,,,,Power Cords,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-PSC-12G.jpg', '']"
https://ppeci.com/index.php/products/detail/pc-power-cord6,PC Power Cord,S-PSC-(LL)BK,Black,"All UL, CSA Listed
  60C 18/3 AWG Conductors
  Choice of Gray (G) or Black (BK)
  Length (LL): 6, 12 ft.","Power Cable with Stripped End, Black",http://ppeci.com/images/uploads/products/S-PSC-12BK.jpg,,,,,Power Cords,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-PSC-12BK.jpg', '']"
https://ppeci.com/index.php/products/detail/pc-power-cord9,PC Power Cord,S-EXT-MFX2-12,,"All UL, CSA Listed
 60C 18/3 AWG Conductors",Splitter,http://ppeci.com/images/uploads/products/S-EXT-MFX2-12.jpg,,,,,Power Cords,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-EXT-MFX2-12.jpg', '']"
https://ppeci.com/index.php/products/detail/lap-link-cable,Lap Link Cable,M-25MM-25LPL,,"Cable used to connect two computers so that one can access data, run programs and transfer files from one computer to another. 
Used for parallel file transfer",,http://ppeci.com/images/uploads/products/M-25MM-xxLPL.jpg,,,,,Lap Link Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/M-25MM-xxLPL.jpg', '']"
https://ppeci.com/index.php/products/detail/lap-link-cable1,Lap Link Cable,M-25MM-15LPL,,"Cable used to connect two computers so that one can access data, run programs and transfer files from one computer to another.
 Used for parallel file transfer",,http://ppeci.com/images/uploads/products/M-25MM-xxLPL.jpg,,,,,Lap Link Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/M-25MM-xxLPL.jpg', '']"
https://ppeci.com/index.php/products/detail/lap-link-cable2,Lap Link Cable,M-25MM-10LPL,,"Cable used to connect two computers so that one can access data, run programs and transfer files from one computer to another.
 Used for parallel file transfer",,http://ppeci.com/images/uploads/products/M-25MM-xxLPL.jpg,,,,,Lap Link Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/M-25MM-xxLPL.jpg', '']"
https://ppeci.com/index.php/products/detail/lap-link-cable3,Lap Link Cable,M-25MM-06LPL,,"Cable used to connect two computers so that one can access data, run programs and transfer files from one computer to another.
 Used for parallel file transfer",,http://ppeci.com/images/uploads/products/M-25MM-xxLPL.jpg,,,,,Lap Link Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/M-25MM-xxLPL.jpg', '']"
https://ppeci.com/index.php/products/detail/6-pin-mini-din-extension-cord,6 Pin Mini DIN Extension Cord,M-6MDM/F-10M,Beige,"Centronic 36 Pin Connectors
Full 36 Conductors; Wired Straight Through
28 AWG Stranded Conductors
Molded, Mylar Foil Shielded Cable",,http://ppeci.com/images/uploads/products/M-6MDM-F-10M.jpg,,,,,Centronic & PS2 Extension Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/M-6MDM-F-10M.jpg', '']"
https://ppeci.com/index.php/products/detail/6-pin-mini-din-extension-cord1,6 Pin Mini DIN Extension Cord,M-6MDM/F-06M,,"Centronic 36 Pin Connectors
 Full 36 Conductors; Wired Straight Through
 28 AWG Stranded Conductors
 Molded, Mylar Foil Shielded Cable",,http://ppeci.com/images/uploads/products/M-6MDM-F-xxM%28F%29.jpg,http://ppeci.com/images/uploads/products/M-6MDM-F-xxM%28M%29.jpg,,,,Centronic & PS2 Extension Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/M-6MDM-F-xxM%28F%29.jpg', 'http://ppeci.com/images/uploads/products/M-6MDM-F-xxM%28M%29.jpg', '']"
https://ppeci.com/index.php/products/detail/parallel-printer-cable,Parallel Printer Cable,M-IBM-10M,Beige,"RS-232 25 Pin Male to Centronic 36 Pin Male
 Molded with Thumb Screw
 Full Length Mylar Foil Shield
 25 Wires; 28 AWG Stranded Conductors
 Ground Indented D-Sub Plugs",Molded 18c,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Parallel Printer Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/parallel-printer-cable1,Parallel Printer Cable,M-IBM-06M,Beige,"RS-232 25 Pin Male to Centronic 36 Pin Male
 Molded with Thumb Screw
 Full Length Mylar Foil Shield
 25 Wires; 28 AWG Stranded Conductors
 Ground Indented D-Sub Plugs",Molded 18c,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Parallel Printer Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/parallel-printer-cable2,Parallel Printer Cable,M-36M25M-6M-FR,Beige,"RS-232 25 Pin Male to Centronic 36 Pin Male
  Molded with Thumb Screw
  Full Length Mylar Foil Shield
  25 Wires; 28 AWG Stranded Conductors
  Ground Indented D-Sub Plugs",Cable with Ferrite,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Parallel Printer Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/parallel-printer-cable4,Parallel Printer Cable,M-36M25M-06M,Beige,"RS-232 25 Pin Male to Centronic 36 Pin Male
 Molded with Thumb Screw
 Full Length Mylar Foil Shield
 25 Wires; 28 AWG Stranded Conductors
 Ground Indented D-Sub Plugs",,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Parallel Printer Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/parallel-printer-cable5,Parallel Printer Cable,S-36M25M-15L,,"RS-232 25 Pin Male to Centronic 36 Pin Male.
Molded with Thumbscrew. 
Full Length Mylar Foil Shield.
25 Wires; 26 AWG Stranded Conductors.
Ground Indented D-SUB Connectors.","Left Angle (Exit Left), 15 ft.",http://ppeci.com/images/uploads/products/S-36M25M-XXL%281%29.jpg,,,,,Parallel Printer Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-36M25M-XXL%281%29.jpg', '']"
https://ppeci.com/index.php/products/detail/parallel-printer-cable6,Parallel Printer Cable,S-36M25M-10L,,"RS-232 25 Pin Male to Centronic 36 Pin Male.
 Molded with Thumbscrew.
 Full Length Mylar Foil Shield.
 25 Wires; 26 AWG Stranded Conductors.
 Ground Indented D-SUB Connectors.","Left Angle (Exit Left), 10 ft.",http://ppeci.com/images/uploads/products/S-36M25M-XXL%281%29.jpg,,,,,Parallel Printer Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-36M25M-XXL%281%29.jpg', '']"
https://ppeci.com/index.php/products/detail/parallel-printer-cable7,Parallel Printer Cable,S-36M25M-06L,,"RS-232 25 Pin Male to Centronic 36 Pin Male.
 Molded with Thumbscrew.
 Full Length Mylar Foil Shield.
 25 Wires; 26 AWG Stranded Conductors.
 Ground Indented D-SUB Connectors.","Left Angle (Exit Left), 6 ft.",http://ppeci.com/images/uploads/products/S-36M25M-XXL%281%29.jpg,,,,,Parallel Printer Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-36M25M-XXL%281%29.jpg', '']"
https://ppeci.com/index.php/products/detail/parallel-printer-cable8,Parallel Printer Cable,S-36M25M-15R,,"RS-232 25 Pin Male to Centronic 36 Pin Male.
 Molded with Thumbscrew.
 Full Length Mylar Foil Shield.
 25 Wires; 26 AWG Stranded Conductors.
 Ground Indented D-SUB Connectors.","Right Angle (Exit Right), 15 ft.",http://ppeci.com/images/uploads/products/S-36M25M-XXR%281%29.jpg,,,,,Parallel Printer Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-36M25M-XXR%281%29.jpg', '']"
https://ppeci.com/index.php/products/detail/parallel-printer-cable9,Parallel Printer Cable,S-36M25M-10R,,"RS-232 25 Pin Male to Centronic 36 Pin Male.
 Molded with Thumbscrew.
 Full Length Mylar Foil Shield.
 25 Wires; 26 AWG Stranded Conductors.
 Ground Indented D-SUB Connectors.","Right Angle (Exit Right), 10 ft.",http://ppeci.com/images/uploads/products/S-36M25M-XXR%281%29.jpg,,,,,Parallel Printer Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-36M25M-XXR%281%29.jpg', '']"
https://ppeci.com/index.php/products/detail/parallel-printer-cable10,Parallel Printer Cable,S-36M25M-06R,,"RS-232 25 Pin Male to Centronic 36 Pin Male.
 Molded with Thumbscrew.
 Full Length Mylar Foil Shield.
 25 Wires; 26 AWG Stranded Conductors.
 Ground Indented D-SUB Connectors.","Right Angle (Exit Right), 6 ft.",http://ppeci.com/images/uploads/products/S-36M25M-XXR%281%29.jpg,,,,,Parallel Printer Cables,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/S-36M25M-XXR%281%29.jpg', '']"
https://ppeci.com/index.php/products/detail/25-pin-rs-232-cable,25 Pin RS-232 Cable,M-25MM-25M,Beige,"RS-232 Dual 25 Pin
 Molded with Thumb Screw
 Full Length mylar Foil Shield
 Fully Wired Straight Thru, 28 AWG Stranded Conductors
 For PC Serial Port and/or RS-232 Type Applications
 Ground Indented D-Sub Plugs",,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,RS-232 Cables (Serial),Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/25-pin-rs-232-cable1,25 Pin RS-232 Cable,M-25MM-10M,Beige,"RS-232 Dual 25 Pin
  Molded with Thumb Screw
  Full Length mylar Foil Shield
  Fully Wired Straight Thru, 28 AWG Stranded Conductors
  For PC Serial Port and/or RS-232 Type Applications
  Ground Indented D-Sub Plugs",,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,RS-232 Cables (Serial),Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/25-pin-rs-232-cable2,25 Pin RS-232 Cable,M-25MM-06M,Beige,"RS-232 Dual 25 Pin
  Molded with Thumb Screw
  Full Length mylar Foil Shield
  Fully Wired Straight Thru, 28 AWG Stranded Conductors
  For PC Serial Port and/or RS-232 Type Applications
  Ground Indented D-Sub Plugs",,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,RS-232 Cables (Serial),Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/25-pin-rs-232-cable3,25 Pin RS-232 Cable,M-25MF-25M,Beige,"RS-232 Dual 25 Pin
  Molded with Thumb Screw
  Full Length mylar Foil Shield
  Fully Wired Straight Thru, 28 AWG Stranded Conductors
  For PC Serial Port and/or RS-232 Type Applications
  Ground Indented D-Sub Plugs",,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,RS-232 Cables (Serial),Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/25-pin-rs-232-cable4,25 Pin RS-232 Cable,M-25MF-10M,Beige,"RS-232 Dual 25 Pin
  Molded with Thumb Screw
  Full Length mylar Foil Shield
  Fully Wired Straight Thru, 28 AWG Stranded Conductors
  For PC Serial Port and/or RS-232 Type Applications
  Ground Indented D-Sub Plugs",,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,RS-232 Cables (Serial),Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/25-pin-rs-232-cable5,25 Pin RS-232 Cable,M-25MF-06M,Beige,"RS-232 Dual 25 Pin
  Molded with Thumb Screw
  Full Length mylar Foil Shield
  Fully Wired Straight Thru, 28 AWG Stranded Conductors
  For PC Serial Port and/or RS-232 Type Applications
  Ground Indented D-Sub Plugs",,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,RS-232 Cables (Serial),Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/9-pin-rs-232-cable,9 Pin RS-232 Cable,M-9MF-10M,Beige,"RS-232 Dual 9 Pin
 Molded with Thumb Screw
 Full Length Mylar Foil Shield
 Fully Wired Straight Thru, 28 AWG Stranded Conductors
 For PC Serial Port and/or RS-232 Type Applications
 Ground Indented D-Sub Plugs",,http://ppeci.com/images/uploads/products/M-9MF-xxM.jpg,,,,,RS-232 Cables (Serial),Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/M-9MF-xxM.jpg', '']"
https://ppeci.com/index.php/products/detail/9-pin-rs-232-cable1,9 Pin RS-232 Cable,M-9MF-06M,Beige,"RS-232 Dual 9 Pin
 Molded with Thumb Screw
 Full Length Mylar Foil Shield
 Fully Wired Straight Thru, 28 AWG Stranded Conductors
 For PC Serial Port and/or RS-232 Type Applications
 Ground Indented D-Sub Plugs",,http://ppeci.com/images/uploads/products/M-9MF-xxM.jpg,,,,,RS-232 Cables (Serial),Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/M-9MF-xxM.jpg', '']"
https://ppeci.com/index.php/products/detail/9-pin-rs-232-cable2,9 Pin RS-232 Cable,M-9MM-10M,Beige,"RS-232 Dual 9 Pin
 Molded with Thumb Screw
 Full Length Mylar Foil Shield
 Fully Wired Straight Thru, 28 AWG Stranded Conductors
 For PC Serial Port and/or RS-232 Type Applications
 Ground Indented D-Sub Plugs",,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,RS-232 Cables (Serial),Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/9-pin-rs-232-cable3,9 Pin RS-232 Cable,M-9MM-06M,Beige,"RS-232 Dual 9 Pin
 Molded with Thumb Screw
 Full Length Mylar Foil Shield
 Fully Wired Straight Thru, 28 AWG Stranded Conductors
 For PC Serial Port and/or RS-232 Type Applications
 Ground Indented D-Sub Plugs",,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,RS-232 Cables (Serial),Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/ieee-printer-cable,IEEE Printer Cable,S-IEEE-1284-CC10,,"Flexible Jacket
28 AWG Twisted Pair, Double Shielded
A = DB25/M
B = C26/M
C = HPC36/M","Half Pitch Centronic 36 Male-to-Male, 10 ft.",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,IEEE Cables & Connectors,Computer Cable Assemblies,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
